R, F=Q^2/(2R^4) (Q=1), L=4 pi rho, L_F, kappa=1+2F L_FF/L_F
2.516145697478421061e-05,1.247460672717502464e+18,2.042218015628493433e+01,1.582321900326711071e-33,nan
2.516867796835031400e-05,1.246029683034426112e+18,2.042218015628493433e+01,1.585958389157469169e-33,nan
2.517590103424267913e-05,1.244600334871213056e+18,2.042218015628493433e+01,1.589603235359135045e-33,nan
2.518312617305603493e-05,1.243172626344839936e+18,2.042218015628493433e+01,1.593256458138599942e-33,nan
2.519035338538527975e-05,1.241746555574443264e+18,2.042218015628493433e+01,1.596918076746897033e-33,nan
2.519758267182549150e-05,1.240322120681315840e+18,2.042218015628493433e+01,1.600588110479305076e-33,nan
2.520481403297190057e-05,1.238899319788908544e+18,2.042218015628493433e+01,1.604266578675440107e-33,nan
2.521204746941993046e-05,1.237478151022821120e+18,2.042218015628493433e+01,1.607953500719372779e-33,nan
2.521928298176515714e-05,1.236058612510806784e+18,2.042218015628493433e+01,1.611648896039715949e-33,nan
2.522652057060333614e-05,1.234640702382764800e+18,2.042218015628493433e+01,1.615352784109735520e-33,nan
2.523376023653039243e-05,1.233224418770739712e+18,2.042218015628493433e+01,1.619065184447451362e-33,nan
2.524100198014242712e-05,1.231809759808918528e+18,2.042218015628493433e+01,1.622786116615739951e-33,nan
2.524824580203569721e-05,1.230396723633630976e+18,2.042218015628493433e+01,1.626515600222433238e-33,nan
2.525549170280664941e-05,1.228985308383340800e+18,2.042218015628493433e+01,1.630253654920431887e-33,nan
2.526273968305188969e-05,1.227575512198650112e+18,2.042218015628493433e+01,1.634000300407798334e-33,nan
2.526998974336820019e-05,1.226167333222292736e+18,2.042218015628493433e+01,1.637755556427866941e-33,nan
2.527724188435253246e-05,1.224760769599133440e+18,2.042218015628493433e+01,1.641519442769344928e-33,nan
2.528449610660200747e-05,1.223355819476165120e+18,2.042218015628493433e+01,1.645291979266418422e-33,nan
2.529175241071392573e-05,1.221952481002504960e+18,2.042218015628493433e+01,1.649073185798859198e-33,nan
2.529901079728574364e-05,1.220550752329396480e+18,2.042218015628493433e+01,1.652863082292120815e-33,nan
2.530627126691510731e-05,1.219150631610200320e+18,2.042218015628493433e+01,1.656661688717454247e-33,nan
2.531353382019982550e-05,1.217752117000396544e+18,2.042218015628493433e+01,1.660469025092007785e-33,nan
2.532079845773786957e-05,1.216355206657583872e+18,2.042218015628493433e+01,1.664285111478929325e-33,nan
2.532806518012740066e-05,1.214959898741470464e+18,2.042218015628493433e+01,1.668109967987482004e-33,nan
2.533533398796673910e-05,1.213566191413877760e+18,2.042218015628493433e+01,1.671943614773138964e-33,nan
2.534260488185438145e-05,1.212174082838735104e+18,2.042218015628493433e+01,1.675786072037696594e-33,nan
2.534987786238899704e-05,1.210783571182078208e+18,2.042218015628493433e+01,1.679637360029378876e-33,nan
2.535715293016942121e-05,1.209394654612046848e+18,2.042218015628493433e+01,1.683497499042944462e-33,nan
2.536443008579466552e-05,1.208007331298882304e+18,2.042218015628493433e+01,1.687366509419792048e-33,nan
2.537170932986391767e-05,1.206621599414923008e+18,2.042218015628493433e+01,1.691244411548072244e-33,nan
2.537899066297652462e-05,1.205237457134607360e+18,2.042218015628493433e+01,1.695131225862786448e-33,nan
2.538627408573201631e-05,1.203854902634464768e+18,2.042218015628493433e+01,1.699026972845903844e-33,nan
2.539355959873009543e-05,1.202473934093117696e+18,2.042218015628493433e+01,1.702931673026463699e-33,nan
2.540084720257063073e-05,1.201094549691277312e+18,2.042218015628493433e+01,1.706845346980686888e-33,nan
2.540813689785366373e-05,1.199716747611742976e+18,2.042218015628493433e+01,1.710768015332079215e-33,nan
2.541542868517940876e-05,1.198340526039397888e+18,2.042218015628493433e+01,1.714699698751544652e-33,nan
2.542272256514825632e-05,1.196965883161207040e+18,2.042218015628493433e+01,1.718640417957495158e-33,nan
2.543001853836076632e-05,1.195592817166215168e+18,2.042218015628493433e+01,1.722590193715955706e-33,nan
2.543731660541766808e-05,1.194221326245545472e+18,2.042218015628493433e+01,1.726549046840675131e-33,nan
2.544461676691987050e-05,1.192851408592394496e+18,2.042218015628493433e+01,1.730516998193238339e-33,nan
2.545191902346844847e-05,1.191483062402033152e+18,2.042218015628493433e+01,1.734494068683172369e-33,nan
2.545922337566464971e-05,1.190116285871801600e+18,2.042218015628493433e+01,1.738480279268060308e-33,nan
2.546652982410990148e-05,1.188751077201107200e+18,2.042218015628493433e+01,1.742475650953648725e-33,nan
2.547383836940579030e-05,1.187387434591425536e+18,2.042218015628493433e+01,1.746480204793957479e-33,nan
2.548114901215409582e-05,1.186025356246290944e+18,2.042218015628493433e+01,1.750493961891400495e-33,nan
2.548846175295674675e-05,1.184664840371303168e+18,2.042218015628493433e+01,1.754516943396878127e-33,nan
2.549577659241586153e-05,1.183305885174116864e+18,2.042218015628493433e+01,1.758549170509907850e-33,nan
2.550309353113372127e-05,1.181948488864445440e+18,2.042218015628493433e+01,1.762590664478723814e-33,nan
2.551041256971278999e-05,1.180592649654053376e+18,2.042218015628493433e+01,1.766641446600396924e-33,nan
2.551773370875569776e-05,1.179238365756757760e+18,2.042218015628493433e+01,1.770701538220939190e-33,nan
2.552505694886524404e-05,1.177885635388425472e+18,2.042218015628493433e+01,1.774770960735419696e-33,nan
2.553238229064441465e-05,1.176534456766968064e+18,2.042218015628493433e+01,1.778849735588080926e-33,nan
2.553970973469635465e-05,1.175184828112343040e+18,2.042218015628493433e+01,1.782937884272446183e-33,nan
2.554703928162443271e-05,1.173836747646540800e+18,2.042218015628493433e+01,1.787035428331460201e-33,nan
2.555437093203205478e-05,1.172490213593616896e+18,2.042218015628493433e+01,1.791142389357502483e-33,nan
2.556170468652293511e-05,1.171145224179638272e+18,2.042218015628493433e+01,1.795258788992652102e-33,nan
2.556904054570092687e-05,1.169801777632713984e+18,2.042218015628493433e+01,1.799384648928702752e-33,nan
2.557637851017002895e-05,1.168459872182990080e+18,2.042218015628493433e+01,1.803519990907293778e-33,nan
2.558371858053444349e-05,1.167119506062638080e+18,2.042218015628493433e+01,1.807664836720037783e-33,nan
2.559106075739853528e-05,1.165780677505858560e+18,2.042218015628493433e+01,1.811819208208626684e-33,nan
2.559840504136683172e-05,1.164443384748880384e+18,2.042218015628493433e+01,1.815983127264946323e-33,nan
2.560575143304404659e-05,1.163107626029952512e+18,2.042218015628493433e+01,1.820156615831198596e-33,nan
2.561309993303506643e-05,1.161773399589346304e+18,2.042218015628493433e+01,1.824339695900009567e-33,nan
2.562045054194494383e-05,1.160440703669351680e+18,2.042218015628493433e+01,1.828532389514550230e-33,nan
2.562780326037891092e-05,1.159109536514274304e+18,2.042218015628493433e+01,1.832734718768651118e-33,nan
2.563515808894237943e-05,1.157779896370433280e+18,2.042218015628493433e+01,1.836946705806920334e-33,nan
2.564251502824091693e-05,1.156451781486162176e+18,2.042218015628493433e+01,1.841168372824854395e-33,nan
2.564987407888027733e-05,1.155125190111801600e+18,2.042218015628493433e+01,1.845399742068962418e-33,nan
2.565723524146639413e-05,1.153800120499698432e+18,2.042218015628493433e+01,1.849640835836881071e-33,nan
2.566459851660536344e-05,1.152476570904206080e+18,2.042218015628493433e+01,1.853891676477491235e-33,nan
2.567196390490345079e-05,1.151154539581681408e+18,2.042218015628493433e+01,1.858152286391031587e-33,nan
2.567933140696711483e-05,1.149834024790478080e+18,2.042218015628493433e+01,1.862422688029226544e-33,nan
2.568670102340297684e-05,1.148515024790949760e+18,2.042218015628493433e+01,1.866702903895398484e-33,nan
2.569407275481782411e-05,1.147197537845446912e+18,2.042218015628493433e+01,1.870992956544582694e-33,nan
2.570144660181863369e-05,1.145881562218310784e+18,2.042218015628493433e+01,1.875292868583653264e-33,nan
2.570882256501254862e-05,1.144567096175874176e+18,2.042218015628493433e+01,1.879602662671441123e-33,nan
2.571620064500688136e-05,1.143254137986461056e+18,2.042218015628493433e+01,1.883922361518846245e-33,nan
2.572358084240913750e-05,1.141942685920377216e+18,2.042218015628493433e+01,1.888251987888970737e-33,nan
2.573096315782696830e-05,1.140632738249918336e+18,2.042218015628493433e+01,1.892591564597220789e-33,nan
2.573834759186822833e-05,1.139324293249356416e+18,2.042218015628493433e+01,1.896941114511447618e-33,nan
2.574573414514092799e-05,1.138017349194946944e+18,2.042218015628493433e+01,1.901300660552049086e-33,nan
2.575312281825326068e-05,1.136711904364920320e+18,2.042218015628493433e+01,1.905670225692102431e-33,nan
2.576051361181358237e-05,1.135407957039485440e+18,2.042218015628493433e+01,1.910049832957478881e-33,nan
2.576790652643044560e-05,1.134105505500819072e+18,2.042218015628493433e+01,1.914439505426973313e-33,nan
2.577530156271255535e-05,1.132804548033072768e+18,2.042218015628493433e+01,1.918839266232412703e-33,nan
2.578269872126880293e-05,1.131505082922364416e+18,2.042218015628493433e+01,1.923249138558791602e-33,nan
2.579009800270825247e-05,1.130207108456778368e+18,2.042218015628493433e+01,1.927669145644384697e-33,nan
2.579749940764014090e-05,1.128910622926362752e+18,2.042218015628493433e+01,1.932099310780874069e-33,nan
2.580490293667388470e-05,1.127615624623126784e+18,2.042218015628493433e+01,1.936539657313472018e-33,nan
2.581230859041906976e-05,1.126322111841039488e+18,2.042218015628493433e+01,1.940990208641041143e-33,nan
2.581971636948545817e-05,1.125030082876026880e+18,2.042218015628493433e+01,1.945450988216217845e-33,nan
2.582712627448299157e-05,1.123739536025969408e+18,2.042218015628493433e+01,1.949922019545541647e-33,nan
2.583453830602178101e-05,1.122450469590700032e+18,2.042218015628493433e+01,1.954403326189570827e-33,nan
2.584195246471211036e-05,1.121162881872003840e+18,2.042218015628493433e+01,1.958894931763010369e-33,nan
2.584936875116444980e-05,1.119876771173610368e+18,2.042218015628493433e+01,1.963396859934840257e-33,nan
2.585678716598943555e-05,1.118592135801197952e+18,2.042218015628493433e+01,1.967909134428433503e-33,nan
2.586420770979788001e-05,1.117308974062387712e+18,2.042218015628493433e+01,1.972431779021684098e-33,nan
2.587163038320077177e-05,1.116027284266742016e+18,2.042218015628493433e+01,1.976964817547133594e-33,nan
2.587905518680927897e-05,1.114747064725761536e+18,2.042218015628493433e+01,1.981508273892095634e-33,nan
2.588648212123473917e-05,1.113468313752885504e+18,2.042218015628493433e+01,1.986062171998779452e-33,nan
2.589391118708866613e-05,1.112191029663487104e+18,2.042218015628493433e+01,1.990626535864420568e-33,nan
2.590134238498275653e-05,1.110915210774870784e+18,2.042218015628493433e+01,1.995201389541404282e-33,nan
2.590877571552886632e-05,1.109640855406274304e+18,2.042218015628493433e+01,1.999786757137390895e-33,nan
2.591621117933904796e-05,1.108367961878859392e+18,2.042218015628493433e+01,2.004382662815450153e-33,nan
2.592364877702551314e-05,1.107096528515717376e+18,2.042218015628493433e+01,2.008989130794176547e-33,nan
2.593108850920065653e-05,1.105826553641860736e+18,2.042218015628493433e+01,2.013606185347827864e-33,nan
2.593853037647704895e-05,1.104558035584224128e+18,2.042218015628493433e+01,2.018233850806450400e-33,nan
2.594597437946743066e-05,1.103290972671662464e+18,2.042218015628493433e+01,2.022872151556000072e-33,nan
2.595342051878472825e-05,1.102025363234945280e+18,2.042218015628493433e+01,2.027521112038482340e-33,nan
2.596086879504203094e-05,1.100761205606760064e+18,2.042218015628493433e+01,2.032180756752070581e-33,nan
2.596831920885262109e-05,1.099498498121703168e+18,2.042218015628493433e+01,2.036851110251244983e-33,nan
2.597577176082998431e-05,1.098237239116277120e+18,2.042218015628493433e+01,2.041532197146940341e-33,nan
2.598322645158765369e-05,1.096977426928914688e+18,2.042218015628493433e+01,2.046224042106567612e-33,nan
2.599068328173948078e-05,1.095719059899930240e+18,2.042218015628493433e+01,2.050926669854316338e-33,nan
2.599814225189943910e-05,1.094462136371550848e+18,2.042218015628493433e+01,2.055640105171168680e-33,nan
2.600560336268168513e-05,1.093206654687905152e+18,2.042218015628493433e+01,2.060364372895054730e-33,nan
2.601306661470054817e-05,1.091952613195020672e+18,2.042218015628493433e+01,2.065099497920992099e-33,nan
2.602053200857052688e-05,1.090700010240824320e+18,2.042218015628493433e+01,2.069845505201205657e-33,nan
2.602799954490630970e-05,1.089448844175135232e+18,2.042218015628493433e+01,2.074602419745271900e-33,nan
2.603546922432275446e-05,1.088199113349667200e+18,2.042218015628493433e+01,2.079370266620241432e-33,nan
2.604294104743489516e-05,1.086950816118024576e+18,2.042218015628493433e+01,2.084149070950771361e-33,nan
2.605041501485793861e-05,1.085703950835700736e+18,2.042218015628493433e+01,2.088938857919264196e-33,nan
2.605789112720728135e-05,1.084458515860073984e+18,2.042218015628493433e+01,2.093739652765996484e-33,nan
2.606536938509847916e-05,1.083214509550408832e+18,2.042218015628493433e+01,2.098551480789248812e-33,nan
2.607284978914727757e-05,1.081971930267850752e+18,2.042218015628493433e+01,2.103374367345444023e-33,nan
2.608033233996959828e-05,1.080730776375424384e+18,2.042218015628493433e+01,2.108208337849281662e-33,nan
2.608781703818152561e-05,1.079491046238035200e+18,2.042218015628493433e+01,2.113053417773863197e-33,nan
2.609530388439934041e-05,1.078252738222460800e+18,2.042218015628493433e+01,2.117909632650837751e-33,nan
2.610279287923948955e-05,1.077015850697354112e+18,2.042218015628493433e+01,2.122777008070528691e-33,nan
2.611028402331859268e-05,1.075780382033239808e+18,2.042218015628493433e+01,2.127655569682071840e-33,nan
2.611777731725345580e-05,1.074546330602510848e+18,2.042218015628493433e+01,2.132545343193549240e-33,nan
2.612527276166105771e-05,1.073313694779427200e+18,2.042218015628493433e+01,2.137446354372125321e-33,nan
2.613277035715855679e-05,1.072082472940114048e+18,2.042218015628493433e+01,2.142358629044184422e-33,nan
2.614027010436328080e-05,1.070852663462560128e+18,2.042218015628493433e+01,2.147282193095460800e-33,nan
2.614777200389274727e-05,1.069624264726612992e+18,2.042218015628493433e+01,2.152217072471184369e-33,nan
2.615527605636463633e-05,1.068397275113981056e+18,2.042218015628493433e+01,2.157163293176206597e-33,nan
2.616278226239682124e-05,1.067171693008226176e+18,2.042218015628493433e+01,2.162120881275150697e-33,nan
2.617029062260733792e-05,1.065947516794767744e+18,2.042218015628493433e+01,2.167089862892532388e-33,nan
2.617780113761440520e-05,1.064724744860875520e+18,2.042218015628493433e+01,2.172070264212913852e-33,nan
2.618531380803642829e-05,1.063503375595667712e+18,2.042218015628493433e+01,2.177062111481034417e-33,nan
2.619282863449197502e-05,1.062283407390114048e+18,2.042218015628493433e+01,2.182065431001942614e-33,nan
2.620034561759979619e-05,1.061064838637027328e+18,2.042218015628493433e+01,2.187080249141148422e-33,nan
2.620786475797882894e-05,1.059847667731064192e+18,2.042218015628493433e+01,2.192106592324751554e-33,nan
2.621538605624817303e-05,1.058631893068724352e+18,2.042218015628493433e+01,2.197144487039583779e-33,nan
2.622290951302711797e-05,1.057417513048345088e+18,2.042218015628493433e+01,2.202193959833350219e-33,nan
2.623043512893512267e-05,1.056204526070102656e+18,2.042218015628493433e+01,2.207255037314766871e-33,nan
2.623796290459183238e-05,1.054992930536006528e+18,2.042218015628493433e+01,2.212327746153702593e-33,nan
2.624549284061706178e-05,1.053782724849901312e+18,2.042218015628493433e+01,2.217412113081319019e-33,nan
2.625302493763080849e-05,1.052573907417461376e+18,2.042218015628493433e+01,2.222508164890208784e-33,nan
2.626055919625324293e-05,1.051366476646190720e+18,2.042218015628493433e+01,2.227615928434543306e-33,nan
2.626809561710472524e-05,1.050160430945418496e+18,2.042218015628493433e+01,2.232735430630208271e-33,nan
2.627563420080577822e-05,1.048955768726301056e+18,2.042218015628493433e+01,2.237866698454945267e-33,nan
2.628317494797711439e-05,1.047752488401815296e+18,2.042218015628493433e+01,2.243009758948499916e-33,nan
2.629071785923961906e-05,1.046550588386759424e+18,2.042218015628493433e+01,2.248164639212757693e-33,nan
2.629826293521435372e-05,1.045350067097750528e+18,2.042218015628493433e+01,2.253331366411890701e-33,nan
2.630581017652255946e-05,1.044150922953221632e+18,2.042218015628493433e+01,2.258509967772497925e-33,nan
2.631335958378567045e-05,1.042953154373418240e+18,2.042218015628493433e+01,2.263700470583757142e-33,nan
2.632091115762526996e-05,1.041756759780402048e+18,2.042218015628493433e+01,2.268902902197550127e-33,nan
2.632846489866314457e-05,1.040561737598040704e+18,2.042218015628493433e+01,2.274117290028630637e-33,nan
2.633602080752125022e-05,1.039368086252012416e+18,2.042218015628493433e+01,2.279343661554749617e-33,nan
2.634357888482171908e-05,1.038175804169800192e+18,2.042218015628493433e+01,2.284582044316810187e-33,nan
2.635113913118686623e-05,1.036984889780691584e+18,2.042218015628493433e+01,2.289832465919009268e-33,nan
2.635870154723918298e-05,1.035795341515775488e+18,2.042218015628493433e+01,2.295094954028983330e-33,nan
2.636626613360133680e-05,1.034607157807940864e+18,2.042218015628493433e+01,2.300369536377954811e-33,nan
2.637383289089618150e-05,1.033420337091874048e+18,2.042218015628493433e+01,2.305656240760878889e-33,nan
