# Base profile of the inner-extremal family (triple root) (src/stability/triple_root_monotone.py, base0, sigma_min=1), units G=c=M=1, lambda=ell/M=0.27102, rho_c=1.625145, R-=0.67744, R+=1.98465; columns: R, m(R) (Misner-Sharp mass), rho(R) (= -T^t_t = -T^R_R), f = 1-2m/R, sigma = -d ln rho/d ln R; p_perp = -rho(1 - sigma/2)
R,m,rho,f,sigma
4.850973543027e+00,9.999999998988e-01,1.481234942282e-12,5.877116248815e-01,2.399850089969e+01
4.863001823217e+00,9.999999999039e-01,1.395766941685e-12,5.887313900934e-01,2.399853734497e+01
4.875059928250e+00,9.999999999088e-01,1.315230370453e-12,5.897486329905e-01,2.399857290131e+01
4.887147932078e+00,9.999999999134e-01,1.239340699021e-12,5.907633598117e-01,2.399860759174e+01
4.899265908838e+00,9.999999999178e-01,1.167829812958e-12,5.917755767802e-01,2.399864143334e+01
4.911413932848e+00,9.999999999220e-01,1.100445067610e-12,5.927852901040e-01,2.399867445078e+01
4.923592078614e+00,9.999999999259e-01,1.036948394047e-12,5.937925059756e-01,2.399870666316e+01
4.935800420823e+00,9.999999999297e-01,9.771154587269e-13,5.947972305724e-01,2.399873808838e+01
4.948039034350e+00,9.999999999333e-01,9.207348715749e-13,5.957994700563e-01,2.399876874844e+01
4.960307994254e+00,9.999999999366e-01,8.676074383231e-13,5.967992305740e-01,2.399879865994e+01
4.972607375781e+00,9.999999999399e-01,8.175454576315e-13,5.977965182571e-01,2.399882784163e+01
4.984937254363e+00,9.999999999429e-01,7.703720578519e-13,5.987913392219e-01,2.399885631287e+01
4.997297705619e+00,9.999999999458e-01,7.259205718136e-13,5.997836995697e-01,2.399888408807e+01
5.009688805357e+00,9.999999999485e-01,6.840339488540e-13,6.007736053867e-01,2.399891118664e+01
5.022110629570e+00,9.999999999511e-01,6.445641994034e-13,6.017610627439e-01,2.399893762506e+01
5.034563254442e+00,9.999999999536e-01,6.073718722823e-13,6.027460776975e-01,2.399896341724e+01
5.047046756345e+00,9.999999999560e-01,5.723255625255e-13,6.037286562885e-01,2.399898858162e+01
5.059561211841e+00,9.999999999582e-01,5.393014466056e-13,6.047088045430e-01,2.399901313217e+01
5.072106697681e+00,9.999999999603e-01,5.081828453457e-13,6.056865284725e-01,2.399903708356e+01
5.084683290806e+00,9.999999999623e-01,4.788598117541e-13,6.066618340732e-01,2.399906045203e+01
5.097291068350e+00,9.999999999642e-01,4.512287423350e-13,6.076347273266e-01,2.399908324972e+01
5.109930107634e+00,9.999999999661e-01,4.251920114466e-13,6.086052141997e-01,2.399910549192e+01
5.122600486176e+00,9.999999999678e-01,4.006576262014e-13,6.095733006443e-01,2.399912719277e+01
5.135302281682e+00,9.999999999694e-01,3.775389014029e-13,6.105389925977e-01,2.399914836306e+01
5.148035572052e+00,9.999999999710e-01,3.557541536297e-13,6.115022959826e-01,2.399916901825e+01
5.160800435381e+00,9.999999999724e-01,3.352264123279e-13,6.124632167069e-01,2.399918917007e+01
5.173596949955e+00,9.999999999738e-01,3.158831480327e-13,6.134217606640e-01,2.399920882998e+01
5.186425194255e+00,9.999999999752e-01,2.976560162075e-13,6.143779337325e-01,2.399922801159e+01
5.199285246957e+00,9.999999999764e-01,2.804806156138e-13,6.153317417767e-01,2.399924672515e+01
5.212177186932e+00,9.999999999776e-01,2.642962609524e-13,6.162831906464e-01,2.399926498264e+01
5.225101093246e+00,9.999999999787e-01,2.490457684088e-13,6.172322861767e-01,2.399928279601e+01
5.238057045162e+00,9.999999999798e-01,2.346752535544e-13,6.181790341885e-01,2.399930017417e+01
5.251045122139e+00,9.999999999808e-01,2.211339411418e-13,6.191234404882e-01,2.399931712948e+01
5.264065403832e+00,9.999999999818e-01,2.083739855723e-13,6.200655108678e-01,2.399933367200e+01
5.277117970096e+00,9.999999999827e-01,1.963503018957e-13,6.210052511051e-01,2.399934981065e+01
5.290202900982e+00,9.999999999836e-01,1.850204065992e-13,6.219426669635e-01,2.399936555684e+01
5.303320276740e+00,9.999999999844e-01,1.743442674048e-13,6.228777641922e-01,2.399938091920e+01
5.316470177818e+00,9.999999999852e-01,1.642841619073e-13,6.238105485261e-01,2.399939590711e+01
5.329652684866e+00,9.999999999860e-01,1.548045442939e-13,6.247410256861e-01,2.399941053060e+01
5.342867878731e+00,9.999999999867e-01,1.458719197079e-13,6.256692013787e-01,2.399942479718e+01
5.356115840464e+00,9.999999999874e-01,1.374547259856e-13,6.265950812965e-01,2.399943871658e+01
5.369396651312e+00,9.999999999880e-01,1.295232220922e-13,6.275186711179e-01,2.399945229747e+01
5.382710392729e+00,9.999999999886e-01,1.220493830389e-13,6.284399765072e-01,2.399946554676e+01
5.396057146368e+00,9.999999999892e-01,1.150068009245e-13,6.293590031149e-01,2.399947847401e+01
5.409436994083e+00,9.999999999897e-01,1.083705915694e-13,6.302757565774e-01,2.399949108648e+01
5.422850017934e+00,9.999999999903e-01,1.021173066280e-13,6.311902425171e-01,2.399950339151e+01
5.436296300183e+00,9.999999999908e-01,9.622485075163e-14,6.321024665425e-01,2.399951539750e+01
5.449775923297e+00,9.999999999912e-01,9.067240348952e-14,6.330124342484e-01,2.399952711080e+01
5.463288969945e+00,9.999999999917e-01,8.544034576122e-14,6.339201512155e-01,2.399953853903e+01
5.476835523004e+00,9.999999999921e-01,8.051019052259e-14,6.348256230110e-01,2.399954968959e+01
5.490415665555e+00,9.999999999925e-01,7.586451743510e-14,6.357288551881e-01,2.399956056798e+01
5.504029480884e+00,9.999999999929e-01,7.148691135119e-14,6.366298532862e-01,2.399957118206e+01
5.517677052486e+00,9.999999999932e-01,6.736190428268e-14,6.375286228314e-01,2.399958153799e+01
5.531358464062e+00,9.999999999936e-01,6.347492076046e-14,6.384251693356e-01,2.399959164147e+01
5.545073799519e+00,9.999999999939e-01,5.981222634740e-14,6.393194982975e-01,2.399960149956e+01
5.558823142974e+00,9.999999999942e-01,5.636087909087e-14,6.402116152020e-01,2.399961111760e+01
5.572606578751e+00,9.999999999945e-01,5.310868381121e-14,6.411015255204e-01,2.399962050157e+01
5.586424191386e+00,9.999999999948e-01,5.004414900949e-14,6.419892347105e-01,2.399962965768e+01
5.600276065620e+00,9.999999999951e-01,4.715644625579e-14,6.428747482168e-01,2.399963859057e+01
5.614162286409e+00,9.999999999953e-01,4.443537194551e-14,6.437580714700e-01,2.399964730642e+01
5.628082938915e+00,9.999999999955e-01,4.187131123440e-14,6.446392098876e-01,2.399965581055e+01
5.642038108516e+00,9.999999999958e-01,3.945520406756e-14,6.455181688736e-01,2.399966410739e+01
5.656027880797e+00,9.999999999960e-01,3.717851317719e-14,6.463949538187e-01,2.399967220285e+01
5.670052341559e+00,9.999999999962e-01,3.503319390562e-14,6.472695701002e-01,2.399968010142e+01
5.684111576814e+00,9.999999999964e-01,3.301166578777e-14,6.481420230822e-01,2.399968780779e+01
5.698205672786e+00,9.999999999966e-01,3.110678576758e-14,6.490123181154e-01,2.399969532716e+01
5.712334715916e+00,9.999999999967e-01,2.931182295316e-14,6.498804605373e-01,2.399970266345e+01
5.726498792857e+00,9.999999999969e-01,2.762043484161e-14,6.507464556723e-01,2.399970982151e+01
5.740697990477e+00,9.999999999971e-01,2.602664490444e-14,6.516103088315e-01,2.399971680592e+01
5.754932395860e+00,9.999999999972e-01,2.452482146853e-14,6.524720253129e-01,2.399972362010e+01
5.769202096306e+00,9.999999999974e-01,2.310965782426e-14,6.533316104015e-01,2.399973026902e+01
5.783507179331e+00,9.999999999975e-01,2.177615346785e-14,6.541890693691e-01,2.399973675644e+01
5.797847732669e+00,9.999999999976e-01,2.051959643558e-14,6.550444074745e-01,2.399974308603e+01
5.812223844270e+00,9.999999999977e-01,1.933554665624e-14,6.558976299636e-01,2.399974926215e+01
5.826635602302e+00,9.999999999979e-01,1.821982025887e-14,6.567487420690e-01,2.399975528809e+01
5.841083095154e+00,9.999999999980e-01,1.716847479272e-14,6.575977490108e-01,2.399976116768e+01
5.855566411432e+00,9.999999999981e-01,1.617779529592e-14,6.584446559958e-01,2.399976690475e+01
5.870085639963e+00,9.999999999982e-01,1.524428116731e-14,6.592894682182e-01,2.399977250217e+01
5.884640869792e+00,9.999999999983e-01,1.436463380079e-14,6.601321908592e-01,2.399977796388e+01
5.899232190188e+00,9.999999999983e-01,1.353574492701e-14,6.609728290873e-01,2.399978329312e+01
5.913859690639e+00,9.999999999984e-01,1.275468563112e-14,6.618113880580e-01,2.399978849273e+01
5.928523460856e+00,9.999999999985e-01,1.201869600531e-14,6.626478729143e-01,2.399979356639e+01
5.943223590771e+00,9.999999999986e-01,1.132517539451e-14,6.634822887864e-01,2.399979851686e+01
5.957960170541e+00,9.999999999987e-01,1.067167320858e-14,6.643146407916e-01,2.399980334713e+01
5.972733290546e+00,9.999999999987e-01,1.005588026325e-14,6.651449340350e-01,2.399980806043e+01
5.987543041389e+00,9.999999999988e-01,9.475620619564e-15,6.659731736085e-01,2.399981265916e+01
6.002389513898e+00,9.999999999989e-01,8.928843896910e-15,6.667993645919e-01,2.399981714644e+01
6.017272799128e+00,9.999999999989e-01,8.413618026968e-15,6.676235120522e-01,2.399982152505e+01
6.032192988357e+00,9.999999999990e-01,7.928122426677e-15,6.684456210439e-01,2.399982579720e+01
6.047150173091e+00,9.999999999990e-01,7.470641566469e-15,6.692656966090e-01,2.399982996596e+01
6.062144445062e+00,9.999999999991e-01,7.039558907126e-15,6.700837437770e-01,2.399983403366e+01
6.077175896232e+00,9.999999999991e-01,6.633351188410e-15,6.708997675650e-01,2.399983800264e+01
6.092244618787e+00,9.999999999992e-01,6.250583046870e-15,6.717137729777e-01,2.399984187560e+01
6.107350705144e+00,9.999999999992e-01,5.889901943287e-15,6.725257650074e-01,2.399984565458e+01
6.122494247950e+00,9.999999999992e-01,5.550033384205e-15,6.733357486341e-01,2.399984934201e+01
6.137675340080e+00,9.999999999993e-01,5.229776418184e-15,6.741437288254e-01,2.399985294027e+01
6.152894074639e+00,9.999999999993e-01,4.927999391965e-15,6.749497105367e-01,2.399985645113e+01
6.168150544964e+00,9.999999999994e-01,4.643635952489e-15,6.757536987109e-01,2.399985987709e+01
6.183444844624e+00,9.999999999994e-01,4.375681278245e-15,6.765556982791e-01,2.399986322015e+01
6.198777067418e+00,9.999999999994e-01,4.123188528946e-15,6.773557141599e-01,2.399986648211e+01
6.214147307379e+00,9.999999999994e-01,3.885265500103e-15,6.781537512598e-01,2.399986966525e+01
6.229555658773e+00,9.999999999995e-01,3.661071469972e-15,6.789498144731e-01,2.399987277128e+01
6.245002216099e+00,9.999999999995e-01,3.449814229168e-15,6.797439086822e-01,2.399987580211e+01
6.260487074092e+00,9.999999999995e-01,3.250747281308e-15,6.805360387572e-01,2.399987875974e+01
6.276010327720e+00,9.999999999996e-01,3.063167205049e-15,6.813262095562e-01,2.399988164566e+01
6.291572072188e+00,9.999999999996e-01,2.886411168860e-15,6.821144259254e-01,2.399988446183e+01
6.307172402935e+00,9.999999999996e-01,2.719854588627e-15,6.829006926989e-01,2.399988720998e+01
6.322811415639e+00,9.999999999996e-01,2.562908920680e-15,6.836850146990e-01,2.399988989152e+01
6.338489206215e+00,9.999999999996e-01,2.415019582353e-15,6.844673967358e-01,2.399989250834e+01
6.354205870813e+00,9.999999999997e-01,2.275663992091e-15,6.852478436077e-01,2.399989506189e+01
6.369961505826e+00,9.999999999997e-01,2.144349723024e-15,6.860263601012e-01,2.399989755367e+01
6.385756207881e+00,9.999999999997e-01,2.020612762970e-15,6.868029509910e-01,2.399989998534e+01
6.401590073848e+00,9.999999999997e-01,1.904015874702e-15,6.875776210398e-01,2.399990235817e+01
6.417463200837e+00,9.999999999997e-01,1.794147051091e-15,6.883503749989e-01,2.399990467370e+01
6.433375686198e+00,9.999999999997e-01,1.690618059180e-15,6.891212176074e-01,2.399990693341e+01
6.449327627521e+00,9.999999999998e-01,1.593063068290e-15,6.898901535929e-01,2.399990913839e+01
6.465319122641e+00,9.999999999998e-01,1.501137357492e-15,6.906571876714e-01,2.399991129024e+01
6.481350269633e+00,9.999999999998e-01,1.414516097356e-15,6.914223245471e-01,2.399991339017e+01
6.497421166817e+00,9.999999999998e-01,1.332893202208e-15,6.921855689125e-01,2.399991543933e+01
6.513531912755e+00,9.999999999998e-01,1.255980248598e-15,6.929469254487e-01,2.399991743915e+01
6.529682606256e+00,9.999999999998e-01,1.183505456047e-15,6.937063988250e-01,2.399991939068e+01
6.545873346370e+00,9.999999999998e-01,1.115212726767e-15,6.944639936994e-01,2.399992129513e+01
6.562104232397e+00,9.999999999998e-01,1.050860740696e-15,6.952197147181e-01,2.399992315374e+01
6.578375363881e+00,9.999999999998e-01,9.902221027403e-16,6.959735665160e-01,2.399992496743e+01
6.594686840612e+00,9.999999999998e-01,9.330825393290e-16,6.967255537165e-01,2.399992673747e+01
6.611038762629e+00,9.999999999999e-01,8.792401412012e-16,6.974756809315e-01,2.399992846489e+01
6.627431230219e+00,9.999999999999e-01,8.285046499542e-16,6.982239527616e-01,2.399993015060e+01
6.643864343916e+00,9.999999999999e-01,7.806967857862e-16,6.989703737959e-01,2.399993179579e+01
6.660338204506e+00,9.999999999999e-01,7.356476139465e-16,6.997149486123e-01,2.399993340133e+01
6.676852913022e+00,9.999999999999e-01,6.931979478215e-16,7.004576817771e-01,2.399993496820e+01
6.693408570749e+00,9.999999999999e-01,6.531977864338e-16,7.011985778457e-01,2.399993649741e+01
6.710005279224e+00,9.999999999999e-01,6.155057843773e-16,7.019376413619e-01,2.399993798976e+01
6.726643140235e+00,9.999999999999e-01,5.799887523930e-16,7.026748768584e-01,2.399993944623e+01
6.743322255820e+00,9.999999999999e-01,5.465211867113e-16,7.034102888567e-01,2.399994086772e+01
6.760042728275e+00,9.999999999999e-01,5.149848255682e-16,7.041438818671e-01,2.399994225493e+01
6.776804660145e+00,9.999999999999e-01,4.852682313434e-16,7.048756603887e-01,2.399994360885e+01
6.793608154231e+00,9.999999999999e-01,4.572663967551e-16,7.056056289095e-01,2.399994493024e+01
6.810453313590e+00,9.999999999999e-01,4.308803738205e-16,7.063337919065e-01,2.399994621983e+01
6.827340241533e+00,9.999999999999e-01,4.060169242186e-16,7.070601538454e-01,2.399994747850e+01
6.844269041628e+00,9.999999999999e-01,3.825881898075e-16,7.077847191810e-01,2.399994870691e+01
6.861239817700e+00,9.999999999999e-01,3.605113821844e-16,7.085074923572e-01,2.399994990582e+01
6.878252673829e+00,9.999999999999e-01,3.397084901375e-16,7.092284778066e-01,2.399995107600e+01
6.895307714357e+00,9.999999999999e-01,3.201060039795e-16,7.099476799512e-01,2.399995221803e+01
6.912405043882e+00,9.999999999999e-01,3.016346558085e-16,7.106651032017e-01,2.399995333271e+01
6.929544767263e+00,9.999999999999e-01,2.842291747286e-16,7.113807519581e-01,2.399995442067e+01
6.946726989617e+00,1.000000000000e+00,2.678280562121e-16,7.120946306096e-01,2.399995548249e+01
6.963951816322e+00,1.000000000000e+00,2.523733447731e-16,7.128067435343e-01,2.399995651891e+01
6.981219353020e+00,1.000000000000e+00,2.378104291654e-16,7.135170950996e-01,2.399995753048e+01
6.998529705612e+00,1.000000000000e+00,2.240878494146e-16,7.142256896622e-01,2.399995851781e+01
7.015882980263e+00,1.000000000000e+00,2.111571149778e-16,7.149325315678e-01,2.399995948153e+01
7.033279283400e+00,1.000000000000e+00,1.989725333919e-16,7.156376251516e-01,2.399996042213e+01
7.050718721716e+00,1.000000000000e+00,1.874910488217e-16,7.163409747378e-01,2.399996134025e+01
7.068201402166e+00,1.000000000000e+00,1.766720899119e-16,7.170425846401e-01,2.399996223642e+01
7.085727431972e+00,1.000000000000e+00,1.664774264231e-16,7.177424591615e-01,2.399996311111e+01
7.103296918621e+00,1.000000000000e+00,1.568710341463e-16,7.184406025944e-01,2.399996396493e+01
7.120909969867e+00,1.000000000000e+00,1.478189676008e-16,7.191370192204e-01,2.399996479833e+01
7.138566693732e+00,1.000000000000e+00,1.392892400874e-16,7.198317133107e-01,2.399996561180e+01
7.156267198504e+00,1.000000000000e+00,1.312517106599e-16,7.205246891259e-01,2.399996640588e+01
7.174011592740e+00,1.000000000000e+00,1.236779776156e-16,7.212159509159e-01,2.399996718096e+01
7.191799985267e+00,1.000000000000e+00,1.165412781378e-16,7.219055029204e-01,2.399996793755e+01
7.209632485182e+00,1.000000000000e+00,1.098163937246e-16,7.225933493683e-01,2.399996867613e+01
7.227509201850e+00,1.000000000000e+00,1.034795610750e-16,7.232794944781e-01,2.399996939703e+01
7.245430244912e+00,1.000000000000e+00,9.750838812164e-17,7.239639424581e-01,2.399997010078e+01
7.263395724276e+00,1.000000000000e+00,9.188177490263e-17,7.246466975060e-01,2.399997078776e+01
7.281405750124e+00,1.000000000000e+00,8.657983900329e-17,7.253277638091e-01,2.399997145835e+01
7.299460432913e+00,1.000000000000e+00,8.158384530014e-17,7.260071455444e-01,2.399997211300e+01
7.317559883373e+00,1.000000000000e+00,7.687613975618e-17,7.266848468785e-01,2.399997275205e+01
7.335704212506e+00,1.000000000000e+00,7.244008703960e-17,7.273608719678e-01,2.399997337588e+01
7.353893531593e+00,1.000000000000e+00,6.826001174035e-17,7.280352249584e-01,2.399997398491e+01
7.372127952189e+00,1.000000000000e+00,6.432114297826e-17,7.287079099860e-01,2.399997457941e+01
7.390407586126e+00,1.000000000000e+00,6.060956220980e-17,7.293789311763e-01,2.399997515981e+01
7.408732545513e+00,1.000000000000e+00,5.711215404386e-17,7.300482926447e-01,2.399997572643e+01
7.427102942737e+00,1.000000000000e+00,5.381655989704e-17,7.307159984963e-01,2.399997627956e+01
7.445518890464e+00,1.000000000000e+00,5.071113432378e-17,7.313820528262e-01,2.399997681959e+01
7.463980501639e+00,1.000000000000e+00,4.778490386462e-17,7.320464597193e-01,2.399997734680e+01
7.482487889488e+00,1.000000000000e+00,4.502752827070e-17,7.327092232505e-01,2.399997786149e+01
7.501041167516e+00,1.000000000000e+00,4.242926396511e-17,7.333703474844e-01,2.399997836401e+01
7.519640449511e+00,1.000000000000e+00,3.998092961222e-17,7.340298364758e-01,2.399997885459e+01
7.538285849543e+00,1.000000000000e+00,3.767387367487e-17,7.346876942692e-01,2.399997933356e+01
7.556977481964e+00,1.000000000000e+00,3.549994384262e-17,7.353439248994e-01,2.399997980122e+01
7.575715461410e+00,1.000000000000e+00,3.345145822430e-17,7.359985323910e-01,2.399998025777e+01
7.594499902801e+00,1.000000000000e+00,3.152117820370e-17,7.366515207588e-01,2.399998070355e+01
7.613330921342e+00,1.000000000000e+00,2.970228286024e-17,7.373028940075e-01,2.399998113879e+01
7.632208632524e+00,1.000000000000e+00,2.798834486666e-17,7.379526561319e-01,2.399998156373e+01
7.651133152125e+00,1.000000000000e+00,2.637330777731e-17,7.386008111172e-01,2.399998197865e+01
7.670104596209e+00,1.000000000000e+00,2.485146462656e-17,7.392473629384e-01,2.399998238377e+01
7.689123081128e+00,1.000000000000e+00,2.341743776274e-17,7.398923155608e-01,2.399998277933e+01
7.708188723521e+00,1.000000000000e+00,2.206615984540e-17,7.405356729400e-01,2.399998316558e+01
7.727301640320e+00,1.000000000000e+00,2.079285593901e-17,7.411774390216e-01,2.399998354270e+01
7.746461948744e+00,1.000000000000e+00,1.959302664038e-17,7.418176177417e-01,2.399998391095e+01
7.765669766304e+00,1.000000000000e+00,1.846243217916e-17,7.424562130264e-01,2.399998427054e+01
7.784925210800e+00,1.000000000000e+00,1.739707743607e-17,7.430932287923e-01,2.399998462165e+01
7.804228400327e+00,1.000000000000e+00,1.639319782572e-17,7.437286689462e-01,2.399998496452e+01
7.823579453272e+00,1.000000000000e+00,1.544724599376e-17,7.443625373852e-01,2.399998529932e+01
7.842978488314e+00,1.000000000000e+00,1.455587928194e-17,7.449948379968e-01,2.399998562626e+01
7.862425624429e+00,1.000000000000e+00,1.371594791633e-17,7.456255746590e-01,2.399998594553e+01
7.881920980885e+00,1.000000000000e+00,1.292448387709e-17,7.462547512402e-01,2.399998625730e+01
7.901464677248e+00,1.000000000000e+00,1.217869041066e-17,7.468823715989e-01,2.399998656176e+01
7.921056833380e+00,1.000000000000e+00,1.147593214699e-17,7.475084395845e-01,2.399998685910e+01
7.940697569440e+00,1.000000000000e+00,1.081372578705e-17,7.481329590366e-01,2.399998714945e+01
7.960387005884e+00,1.000000000000e+00,1.018973132786e-17,7.487559337854e-01,2.399998743302e+01
7.980125263468e+00,1.000000000000e+00,9.601743793631e-18,7.493773676517e-01,2.399998770996e+01
7.999912463247e+00,1.000000000000e+00,9.047685444261e-18,7.499972644465e-01,2.399998798042e+01
8.019748726576e+00,1.000000000000e+00,8.525598433328e-18,7.506156279720e-01,2.399998824457e+01
8.039634175111e+00,1.000000000000e+00,8.033637889723e-18,7.512324620203e-01,2.399998850254e+01
8.059568930810e+00,1.000000000000e+00,7.570065398594e-18,7.518477703746e-01,2.399998875450e+01
8.079553115933e+00,1.000000000000e+00,7.133242858386e-18,7.524615568086e-01,2.399998900059e+01
8.099586853042e+00,1.000000000000e+00,6.721626692343e-18,7.530738250867e-01,2.399998924093e+01
8.119670265006e+00,1.000000000000e+00,6.333762394136e-18,7.536845789638e-01,2.399998947568e+01
8.139803474996e+00,1.000000000000e+00,5.968279388088e-18,7.542938221858e-01,2.399998970498e+01
8.159986606489e+00,1.000000000000e+00,5.623886186074e-18,7.549015584891e-01,2.399998992893e+01
8.180219783268e+00,1.000000000000e+00,5.299365823880e-18,7.555077916010e-01,2.399999014769e+01
8.200503129424e+00,1.000000000000e+00,4.993571560854e-18,7.561125252396e-01,2.399999036137e+01
8.220836769355e+00,1.000000000000e+00,4.705422827758e-18,7.567157631136e-01,2.399999057009e+01
8.241220827767e+00,1.000000000000e+00,4.433901408415e-18,7.573175089228e-01,2.399999077397e+01
8.261655429676e+00,1.000000000000e+00,4.178047841682e-18,7.579177663576e-01,2.399999097313e+01
8.282140700407e+00,1.000000000000e+00,3.936958031081e-18,7.585165390994e-01,2.399999116767e+01
8.302676765597e+00,1.000000000000e+00,3.709780050024e-18,7.591138308205e-01,2.399999135773e+01
8.323263751194e+00,1.000000000000e+00,3.495711131409e-18,7.597096451842e-01,2.399999154338e+01
8.343901783458e+00,1.000000000000e+00,3.293994830943e-18,7.603039858445e-01,2.399999172475e+01
8.364590988963e+00,1.000000000000e+00,3.103918354114e-18,7.608968564465e-01,2.399999190193e+01
8.385331494594e+00,1.000000000000e+00,2.924810037442e-18,7.614882606264e-01,2.399999207503e+01
8.406123427555e+00,1.000000000000e+00,2.756036975059e-18,7.620782020112e-01,2.399999224414e+01
8.426966915362e+00,1.000000000000e+00,2.597002782233e-18,7.626666842190e-01,2.399999240935e+01
8.447862085849e+00,1.000000000000e+00,2.447145487973e-18,7.632537108590e-01,2.399999257077e+01
8.468809067165e+00,1.000000000000e+00,2.305935549208e-18,7.638392855314e-01,2.399999272848e+01
8.489807987780e+00,1.000000000000e+00,2.172873979572e-18,7.644234118276e-01,2.399999288256e+01
8.510858976479e+00,1.000000000000e+00,2.047490586172e-18,7.650060933300e-01,2.399999303312e+01
8.531962162369e+00,1.000000000000e+00,1.929342308082e-18,7.655873336123e-01,2.399999318022e+01
8.553117674875e+00,1.000000000000e+00,1.818011650725e-18,7.661671362391e-01,2.399999332395e+01
8.574325643745e+00,1.000000000000e+00,1.713105210604e-18,7.667455047664e-01,2.399999346440e+01
8.595586199048e+00,1.000000000000e+00,1.614252285136e-18,7.673224427414e-01,2.399999360163e+01
8.616899471173e+00,1.000000000000e+00,1.521103562736e-18,7.678979537024e-01,2.399999373573e+01
8.638265590837e+00,1.000000000000e+00,1.433329888466e-18,7.684720411790e-01,2.399999386678e+01
8.659684689078e+00,1.000000000000e+00,1.350621100916e-18,7.690447086922e-01,2.399999399483e+01
8.681156897259e+00,1.000000000000e+00,1.272684936208e-18,7.696159597540e-01,2.399999411997e+01
8.702682347069e+00,1.000000000000e+00,1.199245995237e-18,7.701857978680e-01,2.399999424226e+01
8.724261170525e+00,1.000000000000e+00,1.130044770503e-18,7.707542265290e-01,2.399999436177e+01
8.745893499969e+00,1.000000000000e+00,1.064836729111e-18,7.713212492232e-01,2.399999447858e+01
8.767579468073e+00,1.000000000000e+00,1.003391448673e-18,7.718868694281e-01,2.399999459273e+01
8.789319207837e+00,1.000000000000e+00,9.454918030755e-19,7.724510906127e-01,2.399999470429e+01
8.811112852591e+00,1.000000000000e+00,8.909331952365e-19,7.730139162374e-01,2.399999481334e+01
8.832960535996e+00,1.000000000000e+00,8.395228341272e-19,7.735753497540e-01,2.399999491991e+01
8.854862392044e+00,1.000000000000e+00,7.910790535200e-19,7.741353946057e-01,2.399999502408e+01
8.876818555060e+00,1.000000000000e+00,7.454306700416e-19,7.746940542273e-01,2.399999512590e+01
8.898829159700e+00,1.000000000000e+00,7.024163782713e-19,7.752513320452e-01,2.399999522542e+01
8.920894340955e+00,1.000000000000e+00,6.618841807464e-19,7.758072314770e-01,2.399999532270e+01
8.943014234153e+00,1.000000000000e+00,6.236908508542e-19,7.763617559321e-01,2.399999541780e+01
8.965188974954e+00,1.000000000000e+00,5.877014267208e-19,7.769149088115e-01,2.399999551076e+01
8.987418699356e+00,1.000000000000e+00,5.537887343035e-19,7.774666935075e-01,2.399999560164e+01
9.009703543695e+00,1.000000000000e+00,5.218329380010e-19,7.780171134044e-01,2.399999569047e+01
9.032043644644e+00,1.000000000000e+00,4.917211171982e-19,7.785661718778e-01,2.399999577732e+01
9.054439139214e+00,1.000000000000e+00,4.633468672437e-19,7.791138722952e-01,2.399999586224e+01
9.076890164758e+00,1.000000000000e+00,4.366099234523e-19,7.796602180155e-01,2.399999594525e+01
9.099396858968e+00,1.000000000000e+00,4.114158068065e-19,7.802052123896e-01,2.399999602641e+01
9.121959359878e+00,1.000000000000e+00,3.876754900994e-19,7.807488587598e-01,2.399999610577e+01
9.144577805864e+00,1.000000000000e+00,3.653050833442e-19,7.812911604604e-01,2.399999618335e+01
9.167252335644e+00,1.000000000000e+00,3.442255373368e-19,7.818321208173e-01,2.399999625922e+01
9.189983088283e+00,1.000000000000e+00,3.243623643231e-19,7.823717431483e-01,2.399999633340e+01
9.212770203188e+00,1.000000000000e+00,3.056453747859e-19,7.829100307627e-01,2.399999640594e+01
9.235613820112e+00,1.000000000000e+00,2.880084294193e-19,7.834469869621e-01,2.399999647688e+01
9.258514079157e+00,1.000000000000e+00,2.713892054157e-19,7.839826150394e-01,2.399999654624e+01
9.281471120769e+00,1.000000000000e+00,2.557289762392e-19,7.845169182798e-01,2.399999661407e+01
9.304485085744e+00,1.000000000000e+00,2.409724041062e-19,7.850498999601e-01,2.399999668042e+01
9.327556115227e+00,1.000000000000e+00,2.270673444411e-19,7.855815633492e-01,2.399999674529e+01
9.350684350713e+00,1.000000000000e+00,2.139646616159e-19,7.861119117076e-01,2.399999680875e+01
9.373869934048e+00,1.000000000000e+00,2.016180553218e-19,7.866409482880e-01,2.399999687081e+01
9.397113007428e+00,1.000000000000e+00,1.899838969601e-19,7.871686763351e-01,2.399999693151e+01
9.420413713405e+00,1.000000000000e+00,1.790210754746e-19,7.876950990853e-01,2.399999699088e+01
9.443772194882e+00,1.000000000000e+00,1.686908520786e-19,7.882202197673e-01,2.399999704895e+01
9.467188595116e+00,1.000000000000e+00,1.589567233663e-19,7.887440416016e-01,2.399999710576e+01
9.490663057721e+00,1.000000000000e+00,1.497842923223e-19,7.892665678008e-01,2.399999716133e+01
9.514195726665e+00,1.000000000000e+00,1.411411467745e-19,7.897878015695e-01,2.399999721568e+01
9.537786746275e+00,1.000000000000e+00,1.329967448610e-19,7.903077461046e-01,2.399999726886e+01
9.561436261235e+00,1.000000000000e+00,1.253223071056e-19,7.908264045948e-01,2.399999732089e+01
9.585144416587e+00,1.000000000000e+00,1.180907147215e-19,7.913437802211e-01,2.399999737178e+01
