# Base profile of the inner-extremal family (triple root) (src/stability/triple_root_monotone.py, base0, sigma_min=1), units G=c=M=1, lambda=ell/M=0.27102, rho_c=1.625145, R-=0.67744, R+=1.98465; columns: R, m(R) (Misner-Sharp mass), rho(R) (= -T^t_t = -T^R_R), f = 1-2m/R, sigma = -d ln rho/d ln R; p_perp = -rho(1 - sigma/2)
R,m,rho,f,sigma
9.736631724495e-03,6.283573771039e-06,1.625141938185e+00,9.987092920943e-01,8.669023016761e-06
9.760774287518e-03,6.330431250986e-06,1.625141903122e+00,9.987028833852e-01,8.755324704788e-06
9.784976713476e-03,6.377637762188e-06,1.625141867710e+00,9.986964429351e-01,8.842484093665e-06
9.809239150802e-03,6.425196995248e-06,1.625141831945e+00,9.986899703644e-01,8.930513746953e-06
9.833561748299e-03,6.473110449317e-06,1.625141795824e+00,9.986834657442e-01,9.019418138294e-06
9.857944655137e-03,6.521381148526e-06,1.625141759344e+00,9.986769288373e-01,9.109207392731e-06
9.882388020856e-03,6.570012170990e-06,1.625141722500e+00,9.986703593995e-01,9.199891864989e-06
9.906891995369e-03,6.619005396075e-06,1.625141685290e+00,9.986637574329e-01,9.291477450431e-06
9.931456728957e-03,6.668364273191e-06,1.625141647709e+00,9.986571226246e-01,9.383975919769e-06
9.956082372278e-03,6.718091238373e-06,1.625141609754e+00,9.986504548703e-01,9.477395273549e-06
9.980769076360e-03,6.768188567632e-06,1.625141571422e+00,9.986437541003e-01,9.571742910880e-06
1.000551699261e-02,6.818660153347e-06,1.625141532707e+00,9.986370199244e-01,9.667032338554e-06
1.003032627280e-02,6.869507758854e-06,1.625141493607e+00,9.986302523822e-01,9.763269050808e-06
1.005519706909e-02,6.920734335521e-06,1.625141454119e+00,9.986234512784e-01,9.860463030638e-06
1.008012953401e-02,6.972343451778e-06,1.625141414236e+00,9.986166162988e-01,9.958626631957e-06
1.010512382048e-02,7.024336951777e-06,1.625141373957e+00,9.986097474753e-01,1.005776566685e-05
1.013018008179e-02,7.076718341218e-06,1.625141333277e+00,9.986028445133e-01,1.015789228362e-05
1.015529847159e-02,7.129490513980e-06,1.625141292192e+00,9.985959072431e-01,1.025901632269e-05
1.018047914395e-02,7.182655731741e-06,1.625141250698e+00,9.985889356227e-01,1.036114520659e-05
1.020572225331e-02,7.236217966777e-06,1.625141208791e+00,9.985819292771e-01,1.046429294483e-05
1.023102795446e-02,7.290179406081e-06,1.625141166466e+00,9.985748881855e-01,1.056846670073e-05
1.025639640263e-02,7.344542863778e-06,1.625141123721e+00,9.985678122070e-01,1.067367605283e-05
1.028182775338e-02,7.399312447094e-06,1.625141080549e+00,9.985607009523e-01,1.077993561342e-05
1.030732216270e-02,7.454489953619e-06,1.625141036948e+00,9.985535544856e-01,1.088725105753e-05
1.033287978693e-02,7.510078939312e-06,1.625140992913e+00,9.985463725323e-01,1.099563489338e-05
1.035850078283e-02,7.566082802816e-06,1.625140948440e+00,9.985391548523e-01,1.110509905015e-05
1.038418530752e-02,7.622503781191e-06,1.625140903524e+00,9.985319014337e-01,1.121565092740e-05
1.040993351854e-02,7.679345921815e-06,1.625140858160e+00,9.985246119184e-01,1.132730502850e-05
1.043574557379e-02,7.736611880588e-06,1.625140812345e+00,9.985172862205e-01,1.144007042362e-05
1.046162163158e-02,7.794304353003e-06,1.625140766075e+00,9.985099242493e-01,1.155395633607e-05
1.048756185061e-02,7.852427898266e-06,1.625140719342e+00,9.985025255612e-01,1.166897937380e-05
1.051356638998e-02,7.910984394201e-06,1.625140672146e+00,9.984950902290e-01,1.178514556379e-05
1.053963540916e-02,7.969977393578e-06,1.625140624479e+00,9.984876180087e-01,1.190246756723e-05
1.056576906803e-02,8.029410850749e-06,1.625140576337e+00,9.984801085848e-01,1.202095967958e-05
1.059196752689e-02,8.089286966671e-06,1.625140527717e+00,9.984725619775e-01,1.214062922320e-05
1.061823094640e-02,8.149609858136e-06,1.625140478613e+00,9.984649778481e-01,1.226149118155e-05
1.064455948763e-02,8.210382699158e-06,1.625140429019e+00,9.984573560402e-01,1.238355679733e-05
1.067095331206e-02,8.271608173272e-06,1.625140378933e+00,9.984496964926e-01,1.250683534613e-05
1.069741258156e-02,8.333290936390e-06,1.625140328346e+00,9.984419987781e-01,1.263134406780e-05
1.072393745841e-02,8.395433344871e-06,1.625140277257e+00,9.984342629044e-01,1.275709095417e-05
1.075052810529e-02,8.458038802848e-06,1.625140225660e+00,9.984264886859e-01,1.288408822856e-05
1.077718468527e-02,8.521111875673e-06,1.625140173547e+00,9.984186757257e-01,1.301235286168e-05
1.080390736184e-02,8.584654715400e-06,1.625140120917e+00,9.984108240791e-01,1.314189203569e-05
1.083069629890e-02,8.648671501572e-06,1.625140067763e+00,9.984029334287e-01,1.327272119479e-05
1.085755166073e-02,8.713165979787e-06,1.625140014079e+00,9.983950035419e-01,1.340485405065e-05
1.088447361204e-02,8.778140810062e-06,1.625139959862e+00,9.983870343899e-01,1.353829987718e-05
1.091146231795e-02,8.843600739773e-06,1.625139905104e+00,9.983790255637e-01,1.367307653741e-05
1.093851794398e-02,8.909548655356e-06,1.625139849801e+00,9.983709770005e-01,1.380919427101e-05
1.096564065605e-02,8.975987780806e-06,1.625139793949e+00,9.983628885785e-01,1.394666470519e-05
1.099283062052e-02,9.042923352448e-06,1.625139737538e+00,9.983547598131e-01,1.408550782980e-05
1.102008800414e-02,9.110357459209e-06,1.625139680568e+00,9.983465907975e-01,1.422573061397e-05
1.104741297407e-02,9.178294335637e-06,1.625139623030e+00,9.983383812378e-01,1.436734893677e-05
1.107480569792e-02,9.246738356993e-06,1.625139564919e+00,9.983301308196e-01,1.451037930949e-05
1.110226634366e-02,9.315692146842e-06,1.625139506230e+00,9.983218395491e-01,1.465483094101e-05
1.112979507973e-02,9.385160537783e-06,1.625139446956e+00,9.983135070375e-01,1.480072230322e-05
1.115739207494e-02,9.455147002384e-06,1.625139387092e+00,9.983051331460e-01,1.494806619980e-05
1.118505749857e-02,9.525654721965e-06,1.625139326633e+00,9.982967177910e-01,1.509687420865e-05
1.121279152027e-02,9.596689152061e-06,1.625139265571e+00,9.982882604863e-01,1.524716753701e-05
1.124059431015e-02,9.668252819474e-06,1.625139203902e+00,9.982797612737e-01,1.539895504117e-05
1.126846603872e-02,9.740349832573e-06,1.625139141619e+00,9.982712199160e-01,1.555225227382e-05
1.129640687690e-02,9.812985259323e-06,1.625139078715e+00,9.982626360105e-01,1.570707891420e-05
1.132441699608e-02,9.886161672415e-06,1.625139015186e+00,9.982540096014e-01,1.586344403245e-05
1.135249656803e-02,9.959883982314e-06,1.625138951024e+00,9.982453403227e-01,1.602136668832e-05
1.138064576496e-02,1.003415630866e-05,1.625138886223e+00,9.982366279531e-01,1.618086260262e-05
1.140886475951e-02,1.010898181124e-05,1.625138820778e+00,9.982278724440e-01,1.634194338255e-05
1.143715372476e-02,1.018436605667e-05,1.625138754680e+00,9.982190733286e-01,1.650463102033e-05
1.146551283420e-02,1.026031217075e-05,1.625138687925e+00,9.982102305725e-01,1.666893702046e-05
1.149394226175e-02,1.033682406591e-05,1.625138620506e+00,9.982013440070e-01,1.683487628181e-05
1.152244218177e-02,1.041390757123e-05,1.625138552414e+00,9.981924131348e-01,1.700247206159e-05
1.155101276906e-02,1.049156519246e-05,1.625138483645e+00,9.981834380409e-01,1.717173320577e-05
1.157965419883e-02,1.056980190937e-05,1.625138414192e+00,9.981744183845e-01,1.734267933341e-05
1.160836664675e-02,1.064862255485e-05,1.625138344046e+00,9.981653538557e-01,1.751532947626e-05
1.163715028890e-02,1.072803025264e-05,1.625138273204e+00,9.981562444436e-01,1.768969519706e-05
1.166600530183e-02,1.080803067355e-05,1.625138201655e+00,9.981470897031e-01,1.786579925834e-05
1.169493186249e-02,1.088862760627e-05,1.625138129394e+00,9.981378895176e-01,1.804365618913e-05
1.172393014830e-02,1.096982481917e-05,1.625138056415e+00,9.981286437772e-01,1.822328042534e-05
1.175300033709e-02,1.105162870283e-05,1.625137982707e+00,9.981193519296e-01,1.840469804547e-05
1.178214260717e-02,1.113404195203e-05,1.625137908267e+00,9.981100140572e-01,1.858791878553e-05
1.181135713726e-02,1.121706951464e-05,1.625137833086e+00,9.981006298625e-01,1.877296238233e-05
1.184064410652e-02,1.130071700872e-05,1.625137757156e+00,9.980911989404e-01,1.895985161757e-05
1.187000369459e-02,1.138498750567e-05,1.625137680470e+00,9.980817213206e-01,1.914859792331e-05
1.189943608152e-02,1.146988677243e-05,1.625137603021e+00,9.980721965825e-01,1.933922481000e-05
1.192894144781e-02,1.155541932999e-05,1.625137524800e+00,9.980626245203e-01,1.953175025159e-05
1.195851997444e-02,1.164158892833e-05,1.625137445803e+00,9.980530050620e-01,1.972618875727e-05
1.198817184280e-02,1.172840209256e-05,1.625137366016e+00,9.980433376754e-01,1.992256739259e-05
1.201789723474e-02,1.181586219410e-05,1.625137285437e+00,9.980336223612e-01,2.012089901152e-05
1.204769633259e-02,1.190397396844e-05,1.625137204056e+00,9.980238588955e-01,2.032120264101e-05
1.207756931908e-02,1.199274389678e-05,1.625137121863e+00,9.980140467705e-01,2.052350530153e-05
1.210751637744e-02,1.208217498008e-05,1.625137038853e+00,9.980041860604e-01,2.072781819437e-05
1.213753769132e-02,1.217227307194e-05,1.625136955017e+00,9.979942763711e-01,2.093416554658e-05
1.216763344486e-02,1.226304350110e-05,1.625136870345e+00,9.979843174013e-01,2.114256924614e-05
1.219780382262e-02,1.235448998278e-05,1.625136784832e+00,9.979743091195e-01,2.135304378957e-05
1.222804900965e-02,1.244661916913e-05,1.625136698466e+00,9.979642510168e-01,2.156561721500e-05
1.225836919144e-02,1.253943518097e-05,1.625136611241e+00,9.979541430046e-01,2.178030594216e-05
1.228876455394e-02,1.263294249686e-05,1.625136523149e+00,9.979439849398e-01,2.199712803710e-05
1.231923528356e-02,1.272714854574e-05,1.625136434177e+00,9.979337762040e-01,2.221611530295e-05
1.234978156719e-02,1.282205623803e-05,1.625136344321e+00,9.979235169192e-01,2.243727859456e-05
1.238040359216e-02,1.291767150297e-05,1.625136253571e+00,9.979132067211e-01,2.266064281398e-05
1.241110154628e-02,1.301400055898e-05,1.625136161916e+00,9.979028452051e-01,2.288623428630e-05
1.244187561782e-02,1.311104706826e-05,1.625136069350e+00,9.978924323838e-01,2.311406739472e-05
1.247272599552e-02,1.320881780107e-05,1.625135975862e+00,9.978819677742e-01,2.334417112641e-05
1.250365286859e-02,1.330731770673e-05,1.625135881443e+00,9.978714511916e-01,2.357656596731e-05
1.253465642669e-02,1.340655123175e-05,1.625135786086e+00,9.978608825363e-01,2.381127003280e-05
1.256573685998e-02,1.350652602240e-05,1.625135689777e+00,9.978502612027e-01,2.404831661977e-05
1.259689435907e-02,1.360724569834e-05,1.625135592510e+00,9.978395872331e-01,2.428771999716e-05
1.262812911504e-02,1.370871597778e-05,1.625135494276e+00,9.978288603398e-01,2.452950439081e-05
1.265944131947e-02,1.381094405775e-05,1.625135395062e+00,9.978180800070e-01,2.477370114559e-05
1.269083116440e-02,1.391393352699e-05,1.625135294862e+00,9.978072462951e-01,2.502032441424e-05
1.272229884232e-02,1.401769126345e-05,1.625135193664e+00,9.977963587498e-01,2.526940409894e-05
1.275384454625e-02,1.412222313092e-05,1.625135091458e+00,9.977854170827e-01,2.552096531055e-05
1.278546846964e-02,1.422753354371e-05,1.625134988236e+00,9.977744212381e-01,2.577502619864e-05
1.281717080645e-02,1.433363030247e-05,1.625134883985e+00,9.977633706348e-01,2.603162128569e-05
1.284895175110e-02,1.444051787377e-05,1.625134778697e+00,9.977522652192e-01,2.629076904210e-05
1.288081149852e-02,1.454820169615e-05,1.625134672361e+00,9.977411047902e-01,2.655249263742e-05
1.291275024410e-02,1.465669004174e-05,1.625134564965e+00,9.977298887124e-01,2.681682908492e-05
1.294476818371e-02,1.476598640311e-05,1.625134456501e+00,9.977186170979e-01,2.708379217115e-05
1.297686551372e-02,1.487609775372e-05,1.625134346958e+00,9.977072895241e-01,2.735341266727e-05
1.300904243099e-02,1.498703096524e-05,1.625134236322e+00,9.976959055911e-01,2.762572093219e-05
1.304129913287e-02,1.509879039918e-05,1.625134124587e+00,9.976844652906e-01,2.790073503229e-05
1.307363581717e-02,1.521138400081e-05,1.625134011739e+00,9.976729680689e-01,2.817849069143e-05
1.310605268222e-02,1.532481717373e-05,1.625133897767e+00,9.976614137688e-01,2.845901117708e-05
1.313854992683e-02,1.543909518596e-05,1.625133782662e+00,9.976498022579e-01,2.874231908209e-05
1.317112775031e-02,1.555422699492e-05,1.625133666409e+00,9.976381328479e-01,2.902845535483e-05
1.320378635247e-02,1.567021646628e-05,1.625133549000e+00,9.976264056312e-01,2.931743571386e-05
1.323652593358e-02,1.578707049007e-05,1.625133430422e+00,9.976146202456e-01,2.960929092119e-05
1.326934669446e-02,1.590479704725e-05,1.625133310662e+00,9.976027761708e-01,2.990405727824e-05
1.330224883638e-02,1.602340042356e-05,1.625133189712e+00,9.975908734499e-01,3.020175263120e-05
1.333523256114e-02,1.614288869734e-05,1.625133067558e+00,9.975789115603e-01,3.050241386887e-05
1.336829807103e-02,1.626326830721e-05,1.625132944186e+00,9.975668902323e-01,3.080606972099e-05
1.340144556883e-02,1.638454449313e-05,1.625132819588e+00,9.975548093810e-01,3.111274288150e-05
1.343467525784e-02,1.650672639957e-05,1.625132693748e+00,9.975426683440e-01,3.142247584036e-05
1.346798734187e-02,1.662981884898e-05,1.625132566655e+00,9.975304671104e-01,3.173528926367e-05
1.350138202520e-02,1.675382842799e-05,1.625132438300e+00,9.975182054109e-01,3.205121276350e-05
1.353485951266e-02,1.687876433685e-05,1.625132308663e+00,9.975058825958e-01,3.237028935708e-05
1.356842000956e-02,1.700463075991e-05,1.625132177738e+00,9.974934987643e-01,3.269253651138e-05
1.360206372173e-02,1.713143589512e-05,1.625132045509e+00,9.974810534275e-01,3.301799222948e-05
1.363579085550e-02,1.725918732256e-05,1.625131911962e+00,9.974685461950e-01,3.334669144572e-05
1.366960161772e-02,1.738789023096e-05,1.625131777089e+00,9.974559770332e-01,3.367865681828e-05
1.370349621576e-02,1.751755394118e-05,1.625131640871e+00,9.974433453091e-01,3.401393235470e-05
1.373747485749e-02,1.764818433513e-05,1.625131503297e+00,9.974306508994e-01,3.435254437730e-05
1.377153775130e-02,1.777978764918e-05,1.625131364356e+00,9.974178936339e-01,3.469452103390e-05
1.380568510611e-02,1.791237437376e-05,1.625131224027e+00,9.974050727311e-01,3.503991266541e-05
1.383991713133e-02,1.804594861186e-05,1.625131082304e+00,9.973921883432e-01,3.538873642835e-05
1.387423403691e-02,1.818051864928e-05,1.625130939171e+00,9.973792400213e-01,3.574103128900e-05
1.390863603332e-02,1.831609332312e-05,1.625130794611e+00,9.973662272448e-01,3.609683921381e-05
1.394312333155e-02,1.845267774499e-05,1.625130648614e+00,9.973531500359e-01,3.645618266519e-05
1.397769614310e-02,1.859028139950e-05,1.625130501162e+00,9.973400077940e-01,3.681910712975e-05
1.401235468002e-02,1.872891133958e-05,1.625130352242e+00,9.973268002749e-01,3.718564537796e-05
1.404709915486e-02,1.886857377971e-05,1.625130201842e+00,9.973135273594e-01,3.755582575179e-05
1.408192978071e-02,1.900927943640e-05,1.625130049941e+00,9.973001882934e-01,3.792970052811e-05
1.411684677118e-02,1.915103349317e-05,1.625129896530e+00,9.972867831176e-01,3.830729268579e-05
1.415185034044e-02,1.929384390784e-05,1.625129741593e+00,9.972733114831e-01,3.868863995410e-05
1.418694070314e-02,1.943772090005e-05,1.625129585111e+00,9.972597727295e-01,3.907379225335e-05
1.422211807451e-02,1.958266947540e-05,1.625129427073e+00,9.972461669390e-01,3.946277166400e-05
1.425738267028e-02,1.972869926735e-05,1.625129267461e+00,9.972324935476e-01,3.985562509660e-05
1.429273470674e-02,1.987581862121e-05,1.625129106259e+00,9.972187521802e-01,4.025239265380e-05
1.432817440069e-02,2.002403370347e-05,1.625128943456e+00,9.972049427731e-01,4.065310271250e-05
1.436370196949e-02,2.017335544511e-05,1.625128779028e+00,9.971910646033e-01,4.105780946269e-05
1.439931763103e-02,2.032379022708e-05,1.625128612965e+00,9.971771175902e-01,4.146654254875e-05
1.443502160374e-02,2.047534560805e-05,1.625128445251e+00,9.971631014944e-01,4.187933799430e-05
1.447081410660e-02,2.062803332630e-05,1.625128275863e+00,9.971490155047e-01,4.229625469952e-05
1.450669535911e-02,2.078185824931e-05,1.625128104791e+00,9.971348597686e-01,4.271731414734e-05
1.454266558135e-02,2.093683014209e-05,1.625127932017e+00,9.971206337621e-01,4.314256459798e-05
1.457872499391e-02,2.109295877406e-05,1.625127757520e+00,9.971063369694e-01,4.357205447220e-05
1.461487381795e-02,2.125025023458e-05,1.625127581290e+00,9.970919693869e-01,4.400581199510e-05
1.465111227518e-02,2.140871565525e-05,1.625127403302e+00,9.970775303263e-01,4.444389322998e-05
1.468744058783e-02,2.156836274157e-05,1.625127223543e+00,9.970630195761e-01,4.488633542929e-05
1.472385897871e-02,2.172919885756e-05,1.625127041998e+00,9.970484369772e-01,4.533317394902e-05
1.476036767118e-02,2.189123655822e-05,1.625126858640e+00,9.970337816719e-01,4.578447308400e-05
1.479696688915e-02,2.205448138679e-05,1.625126673460e+00,9.970190537626e-01,4.624025819736e-05
1.483365685708e-02,2.221894293665e-05,1.625126486438e+00,9.970042528082e-01,4.670057722743e-05
1.487043779998e-02,2.238463254441e-05,1.625126297550e+00,9.969893781413e-01,4.716548801168e-05
1.490730994344e-02,2.255155618976e-05,1.625126106785e+00,9.969744298233e-01,4.763501840559e-05
1.494427351360e-02,2.271972518849e-05,1.625125914120e+00,9.969594072047e-01,4.810922628654e-05
1.498132873714e-02,2.288914870891e-05,1.625125719536e+00,9.969443099326e-01,4.858815756762e-05
1.501847584134e-02,2.305983407247e-05,1.625125523018e+00,9.969291379077e-01,4.907184774122e-05
1.505571505401e-02,2.323179409422e-05,1.625125324540e+00,9.969138903053e-01,4.956036350959e-05
1.509304660355e-02,2.340503567029e-05,1.625125124088e+00,9.968985670971e-01,5.005373808601e-05
1.513047071891e-02,2.357956796063e-05,1.625124921642e+00,9.968831679597e-01,5.055201754726e-05
1.516798762961e-02,2.375540402426e-05,1.625124717177e+00,9.968676920625e-01,5.105527037071e-05
1.520559756574e-02,2.393254969499e-05,1.625124510679e+00,9.968521395372e-01,5.156352378963e-05
1.524330075796e-02,2.411101645365e-05,1.625124302126e+00,9.968365097774e-01,5.207683741357e-05
1.528109743752e-02,2.429081508150e-05,1.625124091494e+00,9.968208022780e-01,5.259526699076e-05
1.531898783621e-02,2.447195282464e-05,1.625123878769e+00,9.968050170042e-01,5.311884793229e-05
1.535697218642e-02,2.465444274300e-05,1.625123663923e+00,9.967891531685e-01,5.364764930788e-05
1.539505072111e-02,2.483829323041e-05,1.625123446938e+00,9.967732106012e-01,5.418171330259e-05
1.543322367381e-02,2.502351300614e-05,1.625123227798e+00,9.967571890961e-01,5.472108397581e-05
1.547149127863e-02,2.521011677478e-05,1.625123006470e+00,9.967410876792e-01,5.526584037576e-05
1.550985377029e-02,2.539811042918e-05,1.625122782942e+00,9.967249065265e-01,5.581601025156e-05
1.554831138404e-02,2.558750551129e-05,1.625122557190e+00,9.967086450896e-01,5.637165436076e-05
1.558686435576e-02,2.577831457845e-05,1.625122329187e+00,9.966923026992e-01,5.693283959582e-05
1.562551292188e-02,2.597054476474e-05,1.625122098918e+00,9.966758793910e-01,5.749960103209e-05
1.566425731945e-02,2.616420935691e-05,1.625121866355e+00,9.966593744187e-01,5.807201004388e-05
1.570309778608e-02,2.635931840399e-05,1.625121631476e+00,9.966427874598e-01,5.865011904115e-05
1.574203455997e-02,2.655588059084e-05,1.625121394262e+00,9.966261183725e-01,5.923397236164e-05
1.578106787994e-02,2.675391093658e-05,1.625121154682e+00,9.966093662178e-01,5.982365207789e-05
1.582019798536e-02,2.695341686201e-05,1.625120912720e+00,9.965925310307e-01,6.041919517863e-05
1.585942511623e-02,2.715440944017e-05,1.625120668351e+00,9.965756123893e-01,6.102066041243e-05
